Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,Booster_Daily,Booster_Cumulative,Booster_7_Day_Rolling_Average
3/10/2021,10,DC,"6,924","302,793","5,877","4,101","185,229","3,723",Admin,"6,924","5,878","2,135","77,161","2,012",0,0,0
3/10/2021,10,DC,"5,523","238,189","5,157","2,904","151,742","2,897",Report,"5,523","5,157","1,925","54,738","7,819",0,0,0
3/9/2021,10,DC,"6,625","295,869","5,776","3,949","181,128","3,696",Admin,"6,625","5,777","2,231","75,026","1,984",0,0,0
3/9/2021,10,DC,"2,556","232,666","4,779","1,601","148,838","2,729",Report,"2,556","4,779","1,090","52,813","7,544",0,0,0
3/8/2021,10,DC,"5,922","289,244","5,658","3,603","177,179","3,612",Admin,"5,922","5,658","1,575","72,795","1,943",0,0,0
3/8/2021,10,DC,"4,235","230,110","4,580","2,674","147,237","2,583",Report,"4,235","4,580","1,283","51,723","7,389",0,0,0
3/7/2021,10,DC,"5,241","225,875","4,447","3,587","144,563","2,402",Report,"5,241","4,447","1,263","50,440","7,205",0,0,0
3/7/2021,10,DC,"1,420","283,322","5,644",943,"173,576","3,528",Admin,"1,420","5,644",528,"71,220","2,025",0,0,0
3/6/2021,9,DC,"8,898","220,634","5,127","3,062","140,976","2,920",Report,"8,898","5,127","3,809","49,177","7,025",0,0,0
3/6/2021,9,DC,"7,572","281,902","5,649","5,496","172,633","3,521",Admin,"7,572","5,649","4,059","70,692","2,027",0,0,0
3/5/2021,9,DC,"6,041","274,330","5,218","3,893","167,137","3,008",Admin,"6,041","5,219","1,457","66,633","1,706",0,0,0
3/5/2021,9,DC,"4,315","211,736","5,099","2,622","137,914","3,126",Report,"4,315","5,099","45,368","45,368","6,481",0,0,0
3/4/2021,9,DC,"5,331","207,421","4,913","3,826","135,292","2,987",Report,"5,331","4,913",0,0,0,0,0,0
3/4/2021,9,DC,"6,641","268,289","5,082","4,078","163,244","2,874",Admin,"6,641","5,082","2,101","65,176","1,740",0,0,0
3/3/2021,9,DC,"2,878","202,090","4,535","1,732","131,466","2,611",Report,"2,878","4,535",0,0,0,0,0,0
3/3/2021,9,DC,"6,217","261,648","4,899","3,908","159,166","2,707",Admin,"6,217","4,900","1,938","63,075","1,710",0,0,0
3/2/2021,9,DC,"1,165","199,212","4,641",577,"129,734","2,687",Report,"1,165","4,641",0,0,0,0,0,0
3/2/2021,9,DC,"5,794","255,431","4,761","3,366","155,258","2,556",Admin,"5,794","4,762","1,946","61,137","1,691",0,0,0
3/1/2021,9,DC,"3,301","198,047","4,834","1,405","129,157","2,789",Report,"3,301","4,834",0,0,0,0,0,0
3/1/2021,9,DC,"5,824","249,637","4,693","3,010","151,892","2,478",Admin,"5,824","4,693","2,151","59,191","1,661",0,0,0
2/28/2021,9,DC,"9,998","194,746","4,582","7,213","127,752","2,672",Report,"9,998","4,582",0,0,0,0,0,0
2/28/2021,9,DC,"1,456","243,813","4,367",893,"148,882","2,298",Admin,"1,456","4,367",537,"57,040","1,528",0,0,0
2/27/2021,8,DC,"8,704","184,748","3,587","4,504","120,539","1,827",Report,"8,704","3,587",0,0,0,0,0,0
2/27/2021,8,DC,"4,557","242,357","4,466","1,909","147,989","2,352",Admin,"4,557","4,467","1,815","56,503","1,556",0,0,0
2/26/2021,8,DC,"3,014","176,044","2,705","1,652","116,035","1,335",Report,"3,014","2,705",0,0,0,0,0,0
2/26/2021,8,DC,"5,086","237,800","4,595","2,956","146,080","2,334",Admin,"5,086","4,595","1,696","54,688","1,605",0,0,0
2/25/2021,8,DC,"5,365","232,714","4,649","2,904","143,124","2,307",Admin,"5,365","4,649","1,892","52,992","1,610",0,0,0
2/25/2021,8,DC,"2,687","173,030","6,085","1,195","114,383","3,637",Report,"2,687","6,085",0,0,0,0,0,0
2/24/2021,8,DC,"5,251","227,349","4,270","2,851","140,220","2,055",Admin,"5,251","4,271","1,805","51,100","1,503",0,0,0
2/24/2021,8,DC,"3,619","170,343","5,983","2,265","113,188","3,557",Report,"3,619","5,983",0,0,0,0,0,0
2/23/2021,8,DC,"2,517","166,724","5,746","1,287","110,923","3,383",Report,"2,517","5,746",0,0,0,0,0,0
2/23/2021,8,DC,"5,314","222,098","4,459","2,826","137,369","2,102",Admin,"5,314","4,459","1,737","49,295","1,556",0,0,0
2/22/2021,8,DC,"1,533","164,207","5,564",591,"109,636","3,278",Report,"1,533","5,564",0,0,0,0,0,0
2/22/2021,8,DC,"3,540","216,784","4,613","1,749","134,543","2,078",Admin,"3,540","4,614","1,218","47,558","1,656",0,0,0
2/21/2021,8,DC,"2,155","213,244","4,748","1,266","132,794","2,065",Admin,"2,155","4,748",730,"46,340","1,754",0,0,0
2/21/2021,8,DC,"3,034","162,674","5,909","1,294","109,045","3,472",Report,"3,034","5,909",0,0,0,0,0,0
2/20/2021,7,DC,"2,529","159,640","6,197","1,059","107,751","3,722",Report,"2,529","6,197",0,0,0,0,0,0
2/20/2021,7,DC,"5,455","211,089","4,729","1,783","131,528","1,956",Admin,"5,455","4,729","2,159","45,610","1,863",0,0,0
2/19/2021,7,DC,"26,674","157,111","6,143","17,768","106,692","3,703",Report,"26,674","6,143",0,0,0,0,0,0
2/19/2021,7,DC,"5,465","205,634","4,477","2,768","129,745","1,973",Admin,"5,465","4,478","1,733","43,451","1,714",0,0,0
2/18/2021,7,DC,"1,977","130,437","2,674",637,"88,924","1,307",Report,"1,977","2,674",0,0,0,0,0,0
2/18/2021,7,DC,"2,716","200,169","4,683","1,142","126,977","1,956",Admin,"2,716","4,684","1,142","41,718","1,969",0,0,0
2/17/2021,7,DC,"1,960","128,460","2,855","1,044","88,287","1,848",Report,"1,960","2,855",0,0,0,0,0,0
2/17/2021,7,DC,"6,569","197,453","5,022","3,181","125,835","2,143",Admin,"6,569","5,022","2,178","40,576","2,104",0,0,0
2/16/2021,7,DC,"6,395","190,884","4,928","2,657","122,654","2,051",Admin,"6,395","4,929","2,437","38,398","2,180",0,0,0
2/16/2021,7,DC,"1,242","126,500","2,575",552,"87,243","1,699",Report,"1,242","2,575",0,0,0,0,0,0
2/15/2021,7,DC,"4,484","184,489","4,717","1,661","119,997","2,054",Admin,"4,484","4,718","1,901","35,961","2,067",0,0,0
2/15/2021,7,DC,"3,945","125,258","2,398","1,951","86,691","1,620",Report,"3,945","2,398",0,0,0,0,0,0
2/14/2021,7,DC,"5,052","121,313","2,213","3,041","84,740","1,605",Report,"5,052","2,213",0,0,0,0,0,0
2/14/2021,7,DC,"2,021","180,005","4,709",502,"118,336","2,183",Admin,"2,021","4,709","1,494","34,060","1,982",0,0,0
2/13/2021,6,DC,"3,695","177,984","4,715","1,898","117,834","2,178",Admin,"3,695","4,715","1,117","32,566","1,864",0,0,0
2/13/2021,6,DC,"2,151","116,261","2,033",927,"81,699","1,413",Report,"2,151","2,033",0,0,0,0,0,0
2/12/2021,6,DC,"6,905","174,289","4,743","2,654","115,936","2,287",Admin,"6,905","4,743","3,520","31,449","1,822",0,0,0
2/12/2021,6,DC,"2,390","114,110","2,178",996,"80,772","1,539",Report,"2,390","2,178",0,0,0,0,0,0
2/11/2021,6,DC,"3,245","111,720","2,518","4,425","79,776","1,876",Report,"3,245","2,518",0,0,0,0,0,0
2/11/2021,6,DC,"5,086","167,384","4,637","2,446","113,282","2,254",Admin,"5,086","4,638","2,085","27,929","1,618",0,0,0
2/10/2021,6,DC,0,"108,475","3,344",0,"75,351","1,449",Report,0,"3,344",0,0,0,0,0,0
2/10/2021,6,DC,"5,915","162,298","4,717","2,537","110,836","2,336",Admin,"5,915","4,718","2,710","25,844","1,561",0,0,0
2/9/2021,6,DC,"4,919","156,383","4,670","2,678","108,299","2,327",Admin,"4,919","4,670","1,644","23,134","1,403",0,0,0
2/9/2021,6,DC,0,"108,475","3,560",0,"75,351","1,587",Report,0,"3,560",0,0,0,0,0,0
2/8/2021,6,DC,"4,423","151,464","4,558","2,569","105,621","2,269",Admin,"4,423","4,558","1,305","21,490","1,324",0,0,0
2/8/2021,6,DC,"2,656","108,475","3,708","1,846","75,351","1,735",Report,"2,656","3,708",0,0,0,0,0,0
2/7/2021,6,DC,"2,062","147,041","4,301",462,"103,052","2,099",Admin,"2,062","4,302",671,"20,185","1,240",0,0,0
2/7/2021,6,DC,"3,788","105,819","3,613","1,695","73,505","1,681",Report,"3,788","3,613",0,0,0,0,0,0
2/6/2021,5,DC,"3,894","144,979","4,261","2,665","102,590","2,103",Admin,"3,894","4,262",819,"19,514","1,244",0,0,0
2/6/2021,5,DC,"3,169","102,031","3,623","1,811","71,810","1,749",Report,"3,169","3,623",0,0,0,0,0,0
2/5/2021,5,DC,"6,166","141,085","4,356","2,423","99,925","2,287",Admin,"6,166","4,357","2,093","18,695","1,162",0,0,0
2/5/2021,5,DC,"4,767","98,862","3,648","3,354","69,999","1,835",Report,"4,767","3,648",0,0,0,0,0,0
2/4/2021,5,DC,"5,645","134,919","4,149","3,016","97,502","2,398",Admin,"5,645","4,150","1,686","16,602",967,0,0,0
2/4/2021,5,DC,"9,030","94,095","3,322","1,438","66,645","1,578",Report,"9,030","3,322",0,0,0,0,0,0
2/3/2021,5,DC,"5,582","129,274","3,999","2,476","94,486","2,463",Admin,"5,582","4,000","1,603","14,916",795,0,0,0
2/3/2021,5,DC,"1,512","85,065","2,426",966,"65,207","1,660",Report,"1,512","2,426",0,0,0,0,0,0
2/2/2021,5,DC,"1,034","83,553","2,686","1,033","64,241","1,835",Report,"1,034","2,686",0,0,0,0,0,0
2/2/2021,5,DC,"4,134","123,692","3,946","2,270","92,010","2,546",Admin,"4,134","3,947","1,093","13,313",699,0,0,0
2/1/2021,5,DC,"2,629","119,558","4,062","1,378","89,740","2,739",Admin,"2,629","4,062",719,"12,220",616,0,0,0
2/1/2021,5,DC,"1,993","82,519","2,618","1,471","63,208","1,758",Report,"1,993","2,618",0,0,0,0,0,0
1/31/2021,5,DC,"1,782","116,929","4,246",496,"88,362","2,860",Admin,"1,782","4,246",695,"11,501",602,0,0,0
1/31/2021,5,DC,"3,854","80,526","2,591","2,167","61,737","1,778",Report,"3,854","2,591",0,0,0,0,0,0
1/30/2021,4,DC,"3,344","76,672","2,411","2,418","59,570","1,783",Report,"3,344","2,411",0,0,0,0,0,0
1/30/2021,4,DC,"4,559","115,147","4,090","3,948","87,866","2,874",Admin,"4,559","4,091",247,"10,806",512,0,0,0
1/29/2021,4,DC,"2,489","73,328","2,352","1,553","57,152","1,768",Report,"2,489","2,352",0,0,0,0,0,0
1/29/2021,4,DC,"4,718","110,588","3,851","3,201","83,918","2,673",Admin,"4,718","3,851",727,"10,559",497,0,0,0
1/28/2021,4,DC,"2,753","70,839","2,247","2,009","55,599","1,746",Report,"2,753","2,247",0,0,0,0,0,0
1/28/2021,4,DC,"4,593","105,870","3,719","3,470","80,717","2,643",Admin,"4,593","3,719",485,"9,832",425,0,0,0
1/27/2021,4,DC,"3,338","68,086","2,336","2,191","53,590","1,779",Report,"3,338","2,336",0,0,0,0,0,0
1/27/2021,4,DC,"5,211","101,277","3,765","3,060","77,247","2,659",Admin,"5,211","3,766",932,"9,347",406,0,0,0
1/26/2021,4,DC,"4,943","96,066","3,259","3,620","74,187","2,398",Admin,"4,943","3,260",509,"8,415",303,0,0,0
1/26/2021,4,DC,554,"64,748","1,859",497,"51,399","1,468",Report,554,"1,859",0,0,0,0,0,0
1/25/2021,4,DC,"1,803","64,194","2,029","1,610","50,902","1,595",Report,"1,803","2,029",0,0,0,0,0,0
1/25/2021,4,DC,"3,918","91,123","3,129","2,224","70,567","2,260",Admin,"3,918","3,130",625,"7,906",303,0,0,0
1/24/2021,4,DC,"2,598","62,391","1,839","2,204","49,292","1,432",Report,"2,598","1,839",0,0,0,0,0,0
1/24/2021,4,DC,692,"87,205","2,739",598,"68,343","2,061",Admin,692,"2,739",64,"7,281",237,0,0,0
1/23/2021,3,DC,"2,929","59,793","2,347","2,315","47,088","1,859",Report,"2,929","2,347",0,0,0,0,0,0
1/23/2021,3,DC,"2,884","86,513","2,704","2,537","67,745","2,038",Admin,"2,884","2,704",139,"7,217",230,0,0,0
1/22/2021,3,DC,"1,756","56,864","2,419","1,396","44,773","1,879",Report,"1,756","2,419",0,0,0,0,0,0
1/22/2021,3,DC,"3,794","83,629","2,636","2,992","65,208","1,991",Admin,"3,794","2,636",224,"7,078",221,0,0,0
1/21/2021,3,DC,"3,375","55,108","2,633","2,242","43,377","1,962",Report,"3,375","2,633",0,0,0,0,0,0
1/21/2021,3,DC,"4,918","79,835","2,784","3,584","62,216","2,064",Admin,"4,918","2,785",350,"6,854",234,0,0,0
1/20/2021,3,DC,0,"51,733","2,151",12,"41,135","1,641",Report,0,"2,151",0,0,0,0,0,0
1/20/2021,3,DC,"1,670","74,917","2,739","1,233","58,632","2,044",Admin,"1,670","2,739",212,"6,504",253,0,0,0
1/19/2021,3,DC,"1,745","51,733","2,669","1,389","41,123","1,960",Report,"1,745","2,669",0,0,0,0,0,0
1/19/2021,3,DC,"4,032","73,247","3,107","2,649","57,399","2,270",Admin,"4,032","3,108",509,"6,292",304,0,0,0
1/18/2021,3,DC,"1,183","69,215","3,227",837,"54,750","2,344",Admin,"1,183","3,227",163,"5,783",325,0,0,0
1/18/2021,3,DC,470,"49,988","2,966",469,"39,734","2,099",Report,470,"2,966",0,0,0,0,0,0
1/17/2021,3,DC,448,"68,032","3,589",432,"53,913","2,494",Admin,448,"3,590",18,"5,620",398,0,0,0
1/17/2021,3,DC,"6,156","49,518","2,899","5,190","39,265","2,032",Report,"6,156","2,899",0,0,0,0,0,0
1/16/2021,2,DC,"3,428","43,362","2,723","2,457","34,075","1,775",Report,"3,428","2,723",0,0,0,0,0,0
1/16/2021,2,DC,"2,410","67,584","3,757","2,211","53,481","2,639",Admin,"2,410","3,757",74,"5,602",406,0,0,0
1/15/2021,2,DC,"3,255","39,934","2,608","1,973","31,618","1,652",Report,"3,255","2,608",0,0,0,0,0,0
1/15/2021,2,DC,"4,833","65,174","3,759","3,505","51,270","2,607",Admin,"4,833","3,760",316,"5,528",424,0,0,0
1/14/2021,2,DC,"4,598","60,341","3,547","3,442","47,765","2,359",Admin,"4,598","3,548",481,"5,212",474,0,0,0
1/14/2021,2,DC,0,"36,679","2,143",0,"29,645","1,370",Report,0,"2,143",0,0,0,0,0,0
1/13/2021,2,DC,"3,630","36,679","2,473","2,239","29,645","1,599",Report,"3,630","2,473",0,0,0,0,0,0
1/13/2021,2,DC,"4,249","55,743","3,422","2,816","44,323","2,181",Admin,"4,249","3,422",567,"4,731",505,0,0,0
1/12/2021,2,DC,"3,821","33,049","2,457","2,364","27,406","1,658",Report,"3,821","2,457",0,0,0,0,0,0
1/12/2021,2,DC,"4,868","51,494","3,325","3,164","41,507","2,122",Admin,"4,868","3,326",656,"4,164",496,0,0,0
1/11/2021,2,DC,0,"29,228","1,949",0,"25,042","1,359",Report,0,"1,949",0,0,0,0,0,0
1/11/2021,2,DC,"3,723","46,626","3,088","1,886","38,343","2,014",Admin,"3,723","3,088",675,"3,508",443,0,0,0
1/10/2021,2,DC,"4,930","29,228","2,022","3,391","25,042","1,431",Report,"4,930","2,022",0,0,0,0,0,0
1/10/2021,2,DC,"1,621","42,903","2,994","1,451","36,457","2,134",Admin,"1,621","2,995",73,"2,833",372,0,0,0
1/9/2021,1,DC,"2,617","24,298","1,318","1,597","21,651",947,Report,"2,617","1,318",0,0,0,0,0,0
1/9/2021,1,DC,"2,425","41,282","2,884","1,982","35,006","2,040",Admin,"2,425","2,885",203,"2,760",365,0,0,0
1/8/2021,1,DC,0,"21,681","1,216",0,"20,054",990,Report,0,"1,216",0,0,0,0,0,0
1/8/2021,1,DC,"3,351","38,857","2,713","1,770","33,024","1,928",Admin,"3,351","2,714",667,"2,557",338,0,0,0
1/7/2021,1,DC,"2,315","21,681","1,216","1,599","20,054",990,Report,"2,315","1,216",0,0,0,0,0,0
1/7/2021,1,DC,"3,719","35,506","2,273","2,197","31,254","1,711",Admin,"3,719","2,273",696,"1,890",244,0,0,0
1/6/2021,1,DC,"3,572","31,787","1,890","2,404","29,057","1,542",Admin,"3,572","1,890",506,"1,194",147,0,0,0
1/6/2021,1,DC,"3,513","19,366","1,142","2,658","18,455","1,018",Report,"3,513","1,142",0,0,0,0,0,0
1/5/2021,1,DC,"3,208","28,215","1,546","2,410","26,653","1,363",Admin,"3,208","1,546",286,688,75,0,0,0
1/5/2021,1,DC,270,"15,853",640,270,"15,797",639,Report,270,640,0,0,0,0,0,0
1/4/2021,1,DC,511,"15,583",800,503,"15,527",798,Report,511,800,0,0,0,0,0,0
1/4/2021,1,DC,"3,066","25,007","1,371","2,726","24,243","1,300",Admin,"3,066","1,372",174,402,35,0,0,0
1/3/2021,1,DC,0,"15,072",793,0,"15,024",792,Report,0,793,0,0,0,0,0,0
1/3/2021,1,DC,853,"21,941","1,236",792,"21,517","1,211",Admin,853,"1,236",26,228,11,0,0,0
1/2/2021,53,DC,"1,905","15,072",843,"1,903","15,024",842,Report,"1,905",843,0,0,0,0,0,0
1/2/2021,53,DC,"1,228","21,088","1,128","1,197","20,725","1,111",Admin,"1,228","1,129",13,202,8,0,0,0
1/1/2021,53,DC,265,"19,860","1,042",252,"19,528","1,029",Admin,265,"1,043",8,189,6,0,0,0
1/1/2021,53,DC,0,"13,167",765,0,"13,121",765,Report,0,765,0,0,0,0,0,0
12/31/2020,53,DC,"1,797","13,167","1,086","1,794","13,121","1,085",Report,"1,797","1,086",0,0,0,0,0,0
12/31/2020,53,DC,"1,040","19,595","1,005","1,010","19,276",994,Admin,"1,040","1,006",21,181,5,0,0,0
12/30/2020,53,DC,0,"11,370",829,0,"11,327",829,Report,0,829,0,0,0,0,0,0
12/30/2020,53,DC,"1,162","18,555","1,064","1,153","18,266","1,057",Admin,"1,162","1,064",2,160,2,0,0,0
12/29/2020,53,DC,"1,988","17,393","1,165","1,969","17,113","1,159",Admin,"1,988","1,166",6,158,2,0,0,0
12/29/2020,53,DC,"1,389","11,370","1,177","1,389","11,327","1,172",Report,"1,389","1,177",0,0,0,0,0,0
12/28/2020,53,DC,"2,116","15,405","1,151","2,102","15,144","1,146",Admin,"2,116","1,151",7,152,2,0,0,0
12/28/2020,53,DC,457,"9,981","1,022",457,"9,938","1,016",Report,457,"1,022",0,0,0,0,0,0
12/27/2020,53,DC,353,"9,524","1,361",353,"9,481","1,354",Report,353,"1,361",0,0,0,0,0,0
12/27/2020,53,DC,101,"13,289","1,100",96,"13,042","1,086",Admin,101,"1,100",1,145,7,0,0,0
12/26/2020,52,DC,"1,361","9,171","1,310","1,361","9,128","1,304",Report,"1,361","1,310",0,0,0,0,0,0
12/26/2020,52,DC,627,"13,188","1,159",624,"12,946","1,129",Admin,627,"1,159",2,144,18,0,0,0
12/25/2020,52,DC,"2,243","7,810","1,116","2,240","7,767","1,110",Report,"2,243","1,116",0,0,0,0,0,0
12/25/2020,52,DC,5,"12,561","1,149",4,"12,322","1,120",Admin,5,"1,150",0,142,18,0,0,0
12/24/2020,52,DC,0,"5,567",795,0,"5,527",790,Report,0,795,0,0,0,0,0,0
12/24/2020,52,DC,"1,452","12,556","1,380","1,450","12,318","1,350",Admin,"1,452","1,381",1,142,18,0,0,0
12/23/2020,52,DC,"2,435","5,567",795,"2,403","5,527",790,Report,"2,435",795,0,0,0,0,0,0
12/23/2020,52,DC,"1,870","11,104","1,401","1,865","10,868","1,370",Admin,"1,870","1,401",3,141,18,0,0,0
12/22/2020,52,DC,"1,888","9,234","1,272","1,879","9,003","1,241",Admin,"1,888","1,272",3,138,17,0,0,0
12/22/2020,52,DC,307,"3,132",447,299,"3,124",446,Report,307,447,0,0,0,0,0,0
12/21/2020,52,DC,"2,825","2,825",404,"2,825","2,825",404,Report,"2,825",404,0,0,0,0,0,0
12/21/2020,52,DC,"1,758","7,346","1,036","1,684","7,124","1,006",Admin,"1,758","1,036",41,135,17,0,0,0
12/20/2020,52,DC,0,0,0,0,0,0,Report,0,0,0,0,0,0,0,0
12/20/2020,52,DC,513,"5,588",787,397,"5,440",768,Admin,513,788,76,94,11,0,0,0
12/19/2020,51,DC,563,"5,075",725,558,"5,043",720,Admin,563,725,2,18,2,0,0,0
12/19/2020,51,DC,0,0,0,0,0,0,Report,0,0,0,0,0,0,0,0
12/18/2020,51,DC,0,0,0,0,0,0,Report,0,0,0,0,0,0,0,0
12/18/2020,51,DC,"1,620","4,512",752,"1,617","4,485",748,Admin,"1,620",752,2,16,2,0,0,0
12/17/2020,51,DC,0,0,0,0,0,0,Report,0,0,0,0,0,0,0,0
12/17/2020,51,DC,"1,598","2,892",578,"1,590","2,868",574,Admin,"1,598",578,1,14,2,0,0,0
12/16/2020,51,DC,0,0,0,0,0,0,Report,0,0,0,0,0,0,0,0
12/16/2020,51,DC,965,"1,294",323,962,"1,278",320,Admin,965,324,0,13,3,0,0,0
12/15/2020,51,DC,237,329,109,236,316,105,Admin,237,110,0,13,4,0,0,0
12/15/2020,51,DC,0,0,0,0,0,0,Report,0,0,0,0,0,0,0,0
12/14/2020,51,DC,17,92,46,17,80,40,Admin,17,46,0,13,6,0,0,0
12/14/2020,51,DC,0,0,0,0,0,0,Report,0,0,0,0,0,0,0,0
12/13/2020,51,DC,75,75,75,63,63,63,Admin,75,75,13,13,13,0,0,0
12/13/2020,51,DC,0,0,0,0,0,0,Report,0,0,0,0,0,0,0,0
